archivo,startX,endX,startY,endY,clase
airplanes_0735,57,351,29,104,avion
airplanes_0736,55,351,27,108,avion
airplanes_0737,50,349,25,81,avion
airplanes_0738,51,351,29,119,avion
airplanes_0739,42,346,27,137,avion
airplanes_0740,56,354,33,110,avion
airplanes_0741,46,349,23,96,avion
airplanes_0742,52,349,29,90,avion
airplanes_0743,61,354,38,135,avion
airplanes_0744,50,346,26,114,avion
airplanes_0745,51,349,27,116,avion
airplanes_0746,54,350,29,114,avion
airplanes_0747,49,350,29,128,avion
airplanes_0748,67,361,41,168,avion
airplanes_0749,58,357,30,151,avion
airplanes_0750,52,352,29,129,avion
airplanes_0751,51,351,32,140,avion
airplanes_0752,58,345,24,84,avion
airplanes_0753,56,363,43,138,avion
airplanes_0754,50,347,26,121,avion
airplanes_0755,54,347,31,138,avion
airplanes_0756,50,350,28,124,avion
airplanes_0757,51,346,25,126,avion
airplanes_0758,48,345,23,119,avion
airplanes_0759,53,349,27,137,avion
airplanes_0760,51,347,28,144,avion
airplanes_0761,48,349,26,102,avion
airplanes_0762,54,351,27,111,avion
airplanes_0763,48,342,27,119,avion
airplanes_0764,52,349,26,115,avion
airplanes_0765,50,352,26,90,avion
airplanes_0766,69,351,24,110,avion
airplanes_0767,48,345,25,125,avion
airplanes_0768,51,345,29,132,avion
airplanes_0769,48,347,24,140,avion
airplanes_0770,58,349,27,147,avion
airplanes_0771,49,345,27,138,avion
airplanes_0772,53,351,26,112,avion
airplanes_0773,60,350,26,107,avion
airplanes_0774,58,346,54,112,avion
airplanes_0775,60,347,56,119,avion
airplanes_0776,59,345,27,128,avion
airplanes_0777,61,357,34,143,avion
airplanes_0778,53,353,26,113,avion
airplanes_0779,27,350,27,117,avion
airplanes_0780,81,350,25,131,avion
airplanes_0781,68,364,39,154,avion
airplanes_0782,54,348,27,119,avion
airplanes_0783,57,353,27,119,avion
airplanes_0784,57,351,28,119,avion
airplanes_0785,59,351,31,145,avion
airplanes_0786,53,345,28,109,avion
airplanes_0787,51,346,27,90,avion
airplanes_0788,51,347,29,123,avion
airplanes_0789,54,348,30,117,avion
airplanes_0790,55,351,31,105,avion
airplanes_0791,58,352,34,154,avion
airplanes_0792,52,349,28,116,avion
airplanes_0793,51,348,24,113,avion
airplanes_0794,52,351,28,96,avion
airplanes_0795,57,354,31,146,avion
airplanes_0796,57,356,27,118,avion
airplanes_0797,56,350,25,110,avion
airplanes_0798,59,354,25,110,avion
airplanes_0799,49,347,26,116,avion
airplanes_0800,53,348,27,109,avion
Faces_2_0001,251,444,15,300,rostro
Faces_2_0002,106,296,31,310,rostro
Faces_2_0003,207,385,17,279,rostro
Faces_2_0004,102,303,55,328,rostro
Faces_2_0005,246,446,30,312,rostro
Faces_2_0006,248,440,22,298,rostro
Faces_2_0007,173,365,25,302,rostro
Faces_2_0008,227,429,47,333,rostro
Faces_2_0009,116,299,27,303,rostro
Faces_2_0010,121,314,34,302,rostro
Faces_2_0011,77,264,13,285,rostro
Faces_2_0012,233,432,18,280,rostro
Faces_2_0013,213,397,23,278,rostro
Faces_2_0014,80,280,39,314,rostro
Faces_2_0015,244,436,20,290,rostro
Faces_2_0016,141,331,8,272,rostro
Faces_2_0017,147,331,13,268,rostro
Faces_2_0018,201,383,29,282,rostro
Faces_2_0019,242,438,11,295,rostro
Faces_2_0020,133,319,6,275,rostro
Faces_2_0021,230,425,46,331,rostro
Faces_2_0022,78,274,16,263,rostro
Faces_2_0023,159,355,21,264,rostro
Faces_2_0024,143,333,11,254,rostro
Faces_2_0025,172,375,19,276,rostro
Faces_2_0026,162,356,14,264,rostro
Faces_2_0027,151,339,10,253,rostro
Faces_2_0028,144,337,10,253,rostro
Faces_2_0029,148,354,12,276,rostro
Faces_2_0030,195,398,30,280,rostro
Faces_2_0031,207,407,9,266,rostro
Faces_2_0032,91,281,8,236,rostro
Faces_2_0033,68,269,30,277,rostro
Faces_2_0034,96,298,5,266,rostro
Faces_2_0035,93,293,13,258,rostro
Faces_2_0036,149,355,7,264,rostro
Faces_2_0037,148,355,9,258,rostro
Faces_2_0038,155,348,18,263,rostro
Faces_2_0039,184,379,11,260,rostro
Faces_2_0040,87,282,29,290,rostro
Faces_2_0041,85,282,8,257,rostro
Faces_2_0042,195,386,2,272,rostro
Faces_2_0043,238,433,11,296,rostro
Faces_2_0044,78,266,12,285,rostro
Faces_2_0045,207,401,6,289,rostro
Faces_2_0046,210,403,18,300,rostro
Faces_2_0047,175,377,20,305,rostro
Faces_2_0048,125,311,2,256,rostro
Faces_2_0049,234,430,20,302,rostro
Faces_2_0050,98,290,21,297,rostro
Faces_2_0051,269,482,23,313,rostro
Faces_2_0052,227,418,26,310,rostro
Faces_2_0053,253,456,15,298,rostro
Faces_2_0054,174,359,23,297,rostro
Faces_2_0055,247,432,19,286,rostro
Faces_2_0056,172,353,22,288,rostro
Faces_2_0057,222,409,19,300,rostro
Faces_2_0058,180,363,26,294,rostro
Faces_2_0059,216,404,8,271,rostro
Faces_2_0060,171,359,25,297,rostro
Faces_2_0061,222,398,20,272,rostro
Faces_2_0062,228,414,18,285,rostro
Faces_2_0063,183,369,22,295,rostro
Faces_2_0064,65,252,25,294,rostro
Faces_2_0065,264,447,30,291,rostro
Faces_2_0066,178,365,22,299,rostro
Faces_2_0067,179,359,25,293,rostro
Faces_2_0068,82,277,7,292,rostro
Faces_2_0069,125,321,18,256,rostro
Faces_2_0070,122,320,16,253,rostro
Faces_2_0071,129,314,16,253,rostro
Faces_2_0072,113,311,8,245,rostro
Faces_2_0073,127,322,16,250,rostro
Faces_2_0074,116,306,12,242,rostro
Faces_2_0075,124,317,19,246,rostro
Faces_2_0076,125,328,19,262,rostro
Faces_2_0077,143,345,31,274,rostro
Faces_2_0078,102,295,4,232,rostro
Faces_2_0079,193,396,30,265,rostro
Faces_2_0080,103,311,13,239,rostro
Faces_2_0081,134,325,26,250,rostro
Faces_2_0082,179,374,21,249,rostro
Faces_2_0083,130,319,25,255,rostro
Faces_2_0084,43,244,21,251,rostro
Faces_2_0085,43,248,30,270,rostro
Faces_2_0086,120,320,7,252,rostro
Faces_2_0087,129,327,18,252,rostro
Faces_2_0088,177,375,35,274,rostro
Faces_2_0089,129,335,13,266,rostro
Faces_2_0090,214,411,34,318,rostro
Faces_2_0091,282,486,69,346,rostro
Faces_2_0092,266,462,54,324,rostro
Faces_2_0093,200,395,49,317,rostro
Faces_2_0094,214,414,53,332,rostro
Faces_2_0095,226,435,58,334,rostro
Faces_2_0096,179,370,92,353,rostro
Faces_2_0097,139,335,60,332,rostro
Faces_2_0098,124,310,68,323,rostro
Faces_2_0099,221,419,53,321,rostro
Faces_2_0100,259,465,67,359,rostro
Faces_2_0101,98,300,37,310,rostro
Faces_2_0102,285,488,78,345,rostro
Faces_2_0103,200,397,45,303,rostro
Faces_2_0104,205,399,54,318,rostro
Faces_2_0105,261,458,82,349,rostro
Faces_2_0106,281,483,73,353,rostro
Faces_2_0107,287,477,74,330,rostro
Faces_2_0108,271,466,51,317,rostro
Faces_2_0109,260,449,63,321,rostro
Faces_2_0110,263,457,63,337,rostro
Faces_2_0111,222,414,51,323,rostro
Faces_2_0112,212,404,57,324,rostro
Faces_2_0113,149,350,6,287,rostro
Faces_2_0114,201,358,53,254,rostro
Faces_2_0115,32,241,20,283,rostro
Faces_2_0116,146,354,22,287,rostro
Faces_2_0117,62,239,20,250,rostro
Faces_2_0118,229,430,6,282,rostro
Faces_2_0119,150,365,13,300,rostro
Faces_2_0120,131,335,19,285,rostro
Faces_2_0121,166,387,19,305,rostro
Faces_2_0122,176,379,15,275,rostro
Faces_2_0123,133,337,5,268,rostro
Faces_2_0124,145,350,9,281,rostro
Faces_2_0125,140,347,14,294,rostro
Faces_2_0126,145,349,7,268,rostro
Faces_2_0127,113,286,9,239,rostro
Faces_2_0128,118,297,13,258,rostro
Faces_2_0129,178,372,21,285,rostro
Faces_2_0130,52,268,7,293,rostro
Faces_2_0131,217,419,27,290,rostro
Faces_2_0132,218,433,27,307,rostro
Faces_2_0133,57,272,18,295,rostro
Faces_2_0134,205,420,18,290,rostro
Faces_2_0135,246,440,11,310,rostro
Faces_2_0136,203,419,10,295,rostro
Faces_2_0137,235,420,15,292,rostro
Faces_2_0138,152,342,19,277,rostro
Faces_2_0139,213,402,15,280,rostro
Faces_2_0140,164,348,23,287,rostro
Faces_2_0141,204,394,26,284,rostro
Faces_2_0142,241,435,32,297,rostro
Faces_2_0143,232,416,21,265,rostro
Faces_2_0144,243,432,24,287,rostro
Faces_2_0145,166,354,34,300,rostro
Faces_2_0146,163,357,42,305,rostro
Faces_2_0147,75,259,25,283,rostro
Faces_2_0148,111,304,26,282,rostro
Faces_2_0149,175,365,37,295,rostro
Faces_2_0150,88,274,22,275,rostro
Faces_2_0151,233,416,23,270,rostro
Faces_2_0152,157,358,32,307,rostro
Faces_2_0153,160,344,20,283,rostro
Faces_2_0154,152,334,25,274,rostro
Faces_2_0155,157,352,20,295,rostro
Faces_2_0156,252,431,21,280,rostro
Faces_2_0157,171,369,30,313,rostro
Faces_2_0158,182,384,41,321,rostro
Faces_2_0159,235,422,92,328,rostro
Faces_2_0160,241,431,75,332,rostro
Faces_2_0161,247,438,79,318,rostro
Faces_2_0162,238,428,80,333,rostro
Faces_2_0163,269,470,84,333,rostro
Faces_2_0164,120,344,16,276,rostro
Faces_2_0165,64,280,30,275,rostro
Faces_2_0166,58,281,12,273,rostro
Faces_2_0167,46,259,39,281,rostro
Faces_2_0168,240,480,30,314,rostro
Faces_2_0169,182,406,14,288,rostro
Faces_2_0170,57,266,21,279,rostro
Faces_2_0171,201,440,6,300,rostro
Faces_2_0172,201,427,6,290,rostro
Faces_2_0173,189,418,6,295,rostro
Faces_2_0174,153,365,3,277,rostro
Faces_2_0175,179,409,7,311,rostro
Faces_2_0176,175,405,5,298,rostro
Faces_2_0177,73,326,7,334,rostro
Faces_2_0178,98,308,5,245,rostro
Faces_2_0179,118,328,4,260,rostro
Faces_2_0180,118,338,4,276,rostro
Faces_2_0181,128,350,3,271,rostro
Faces_2_0182,52,291,8,287,rostro
Faces_2_0183,119,368,2,279,rostro
Faces_2_0184,126,357,2,293,rostro
Faces_2_0185,38,270,5,284,rostro
Faces_2_0186,111,317,4,252,rostro
Faces_2_0187,109,355,5,284,rostro
Faces_2_0188,125,354,8,277,rostro
Faces_2_0189,234,497,3,336,rostro
Faces_2_0190,160,407,8,312,rostro
Faces_2_0191,138,389,4,320,rostro
Faces_2_0192,186,422,5,284,rostro
Faces_2_0193,153,417,8,318,rostro
Faces_2_0194,252,454,30,303,rostro
Faces_2_0195,128,324,34,302,rostro
Faces_2_0196,184,383,40,308,rostro
Faces_2_0197,110,307,26,295,rostro
Faces_2_0198,78,280,51,319,rostro
Faces_2_0199,140,350,48,329,rostro
Faces_2_0200,254,454,40,308,rostro
Faces_2_0201,196,400,23,308,rostro
Faces_2_0202,200,397,46,317,rostro
Faces_2_0203,256,461,30,308,rostro
Faces_2_0204,257,458,22,303,rostro
Faces_2_0205,191,388,46,318,rostro
Faces_2_0206,279,481,53,326,rostro
Faces_2_0207,271,473,33,306,rostro
Faces_2_0208,146,349,15,285,rostro
Faces_2_0209,127,328,44,323,rostro
Faces_2_0210,244,447,15,296,rostro
Faces_2_0211,99,302,38,307,rostro
Faces_2_0212,188,376,38,300,rostro
Faces_2_0213,293,488,57,318,rostro
Faces_2_0214,266,462,44,310,rostro
Faces_2_0215,144,349,20,293,rostro
Faces_2_0216,154,345,29,290,rostro
Faces_2_0217,79,277,10,294,rostro
Faces_2_0218,225,412,21,285,rostro
Faces_2_0219,195,385,27,280,rostro
Faces_2_0220,148,352,14,296,rostro
Faces_2_0221,149,348,9,290,rostro
Faces_2_0222,219,418,12,293,rostro
Faces_2_0223,140,325,19,273,rostro
Faces_2_0224,88,278,19,271,rostro
Faces_2_0225,139,324,10,268,rostro
Faces_2_0226,164,356,30,296,rostro
Faces_2_0227,148,344,20,293,rostro
Faces_2_0228,146,343,7,282,rostro
Faces_2_0229,198,394,6,281,rostro
Faces_2_0230,174,374,23,307,rostro
Faces_2_0231,180,361,23,276,rostro
Faces_2_0232,147,343,12,281,rostro
Faces_2_0233,148,330,18,281,rostro
Faces_2_0234,155,335,16,273,rostro
Faces_2_0235,172,363,28,294,rostro
Faces_2_0236,159,331,28,269,rostro
Faces_2_0237,129,310,14,266,rostro
Faces_2_0238,154,346,27,277,rostro
Faces_2_0239,99,291,14,288,rostro
Faces_2_0240,203,389,30,289,rostro
Faces_2_0241,151,355,19,284,rostro
Faces_2_0242,104,332,32,329,rostro
Faces_2_0243,66,281,31,305,rostro
Faces_2_0244,210,433,33,320,rostro
Faces_2_0245,138,356,36,315,rostro
Faces_2_0246,179,401,27,318,rostro
Faces_2_0247,172,385,26,294,rostro
Faces_2_0248,168,374,133,391,rostro
Faces_2_0249,62,270,16,277,rostro
Faces_2_0250,235,452,64,342,rostro
Faces_2_0251,100,327,26,316,rostro
Faces_2_0252,210,438,56,332,rostro
Faces_2_0253,167,380,30,308,rostro
Faces_2_0254,234,444,44,315,rostro
Faces_2_0255,120,327,59,335,rostro
Faces_2_0256,159,378,17,297,rostro
Faces_2_0257,84,300,38,309,rostro
Faces_2_0258,246,454,46,314,rostro
Faces_2_0259,160,375,28,304,rostro
Faces_2_0260,89,284,28,275,rostro
Faces_2_0261,144,331,15,258,rostro
Faces_2_0262,92,274,18,291,rostro
Faces_2_0263,80,263,14,292,rostro
Faces_2_0264,74,265,9,305,rostro
Faces_2_0265,220,409,19,303,rostro
Faces_2_0266,243,437,6,293,rostro
Faces_2_0267,123,325,14,246,rostro
Faces_2_0268,127,342,4,251,rostro
Faces_2_0269,125,345,20,261,rostro
Faces_2_0270,116,338,3,242,rostro
Faces_2_0271,107,269,75,279,rostro
Faces_2_0272,175,397,24,278,rostro
Faces_2_0273,107,329,3,243,rostro
Faces_2_0274,139,344,45,289,rostro
Faces_2_0275,125,348,4,254,rostro
Faces_2_0276,176,412,2,255,rostro
Faces_2_0277,67,300,12,273,rostro
Faces_2_0278,124,345,11,264,rostro
Faces_2_0279,78,312,21,273,rostro
Faces_2_0280,146,387,15,286,rostro
Faces_2_0281,25,265,3,266,rostro
Faces_2_0282,153,377,30,284,rostro
Faces_2_0283,70,306,4,269,rostro
Faces_2_0284,198,444,5,289,rostro
Faces_2_0285,133,372,12,280,rostro
Faces_2_0286,86,275,26,292,rostro
Faces_2_0287,165,362,32,305,rostro
Faces_2_0288,167,361,30,311,rostro
Faces_2_0289,158,347,29,298,rostro
Faces_2_0290,252,447,30,301,rostro
Faces_2_0291,222,391,27,273,rostro
Faces_2_0292,203,378,29,279,rostro
Faces_2_0293,51,243,26,292,rostro
Faces_2_0294,153,350,26,300,rostro
Faces_2_0295,222,409,15,284,rostro
Faces_2_0296,77,267,9,280,rostro
Faces_2_0297,234,412,32,285,rostro
Faces_2_0298,195,374,23,282,rostro
Faces_2_0299,153,349,23,296,rostro
Faces_2_0300,153,334,30,276,rostro
Faces_2_0301,175,359,37,299,rostro
Faces_2_0302,88,290,36,308,rostro
Faces_2_0303,86,279,30,301,rostro
Faces_2_0304,197,384,30,288,rostro
Faces_2_0305,241,437,35,301,rostro
Faces_2_0306,199,384,10,285,rostro
Faces_2_0307,152,333,4,271,rostro
Faces_2_0308,143,326,17,287,rostro
Faces_2_0309,88,284,27,310,rostro
Faces_2_0310,240,434,28,305,rostro
Faces_2_0311,103,277,30,290,rostro
Faces_2_0312,147,322,22,278,rostro
Faces_2_0313,144,327,9,278,rostro
Faces_2_0314,137,302,9,257,rostro
Faces_2_0315,231,419,19,294,rostro
Faces_2_0316,171,357,2,260,rostro
Faces_2_0317,51,224,9,254,rostro
Faces_2_0318,137,322,12,281,rostro
Faces_2_0319,135,314,10,267,rostro
Faces_2_0320,207,391,20,282,rostro
Faces_2_0321,208,387,11,271,rostro
Faces_2_0322,51,235,3,254,rostro
Faces_2_0323,175,364,27,305,rostro
Faces_2_0324,216,386,13,257,rostro
Faces_2_0325,154,328,23,280,rostro
Faces_2_0326,115,370,31,294,rostro
Faces_2_0327,187,444,38,297,rostro
Faces_2_0328,144,408,21,306,rostro
Faces_2_0329,93,351,11,278,rostro
Faces_2_0330,172,414,18,259,rostro
Faces_2_0331,160,414,18,286,rostro
Faces_2_0332,195,483,35,318,rostro
Faces_2_0333,162,414,47,302,rostro
Faces_2_0334,126,395,21,305,rostro
Faces_2_0335,126,413,33,311,rostro
Faces_2_0336,122,380,18,284,rostro
Faces_2_0337,189,447,26,295,rostro
Faces_2_0338,11,278,24,291,rostro
Faces_2_0339,124,392,34,291,rostro
Faces_2_0340,120,372,20,273,rostro
Faces_2_0341,108,380,14,284,rostro
Faces_2_0342,73,334,53,305,rostro
Faces_2_0343,114,358,24,270,rostro
Faces_2_0344,60,292,17,258,rostro
Faces_2_0345,115,357,21,268,rostro
Faces_2_0346,171,379,26,278,rostro
Faces_2_0347,36,262,13,275,rostro
Faces_2_0348,76,307,27,294,rostro
Faces_2_0349,146,345,25,256,rostro
Faces_2_0350,120,328,37,282,rostro
Faces_2_0351,121,338,10,275,rostro
Faces_2_0352,125,336,2,257,rostro
Faces_2_0353,121,325,22,255,rostro
Faces_2_0354,137,344,16,245,rostro
Faces_2_0355,116,320,9,251,rostro
Faces_2_0356,125,333,42,295,rostro
Faces_2_0357,121,331,15,260,rostro
Faces_2_0358,128,324,14,239,rostro
Faces_2_0359,133,358,8,268,rostro
Faces_2_0360,52,255,19,247,rostro
Faces_2_0361,145,390,7,280,rostro
Faces_2_0362,138,376,12,272,rostro
Faces_2_0363,139,349,7,257,rostro
Faces_2_0364,119,336,15,248,rostro
Faces_2_0365,152,367,20,266,rostro
Faces_2_0366,125,355,7,273,rostro
Faces_2_0367,187,409,3,265,rostro
Faces_2_0368,174,409,6,280,rostro
Faces_2_0369,127,374,9,298,rostro
Faces_2_0370,65,286,20,306,rostro
Faces_2_0371,100,322,3,264,rostro
Faces_2_0372,82,305,28,299,rostro
Faces_2_0373,215,442,32,318,rostro
Faces_2_0374,175,393,17,286,rostro
Faces_2_0375,120,355,5,287,rostro
Faces_2_0376,35,273,8,295,rostro
Faces_2_0377,180,413,10,290,rostro
Faces_2_0378,182,397,27,297,rostro
Faces_2_0379,55,271,9,281,rostro
Faces_2_0380,192,415,4,279,rostro
Faces_2_0381,171,397,26,298,rostro
Faces_2_0382,140,364,11,294,rostro
Faces_2_0383,71,296,22,301,rostro
Faces_2_0384,246,490,16,311,rostro
Faces_2_0385,66,295,16,307,rostro
Faces_2_0386,98,325,3,265,rostro
Faces_2_0387,200,419,14,308,rostro
Faces_2_0388,195,378,33,275,rostro
Faces_2_0389,144,349,22,255,rostro
Faces_2_0390,206,402,26,286,rostro
Faces_2_0391,135,315,7,250,rostro
Faces_2_0392,145,317,34,251,rostro
Faces_2_0393,65,260,8,266,rostro
Faces_2_0394,216,406,15,292,rostro
Faces_2_0395,205,396,12,296,rostro
Faces_2_0396,213,409,14,298,rostro
Faces_2_0397,209,394,22,296,rostro
Faces_2_0398,167,369,20,287,rostro
Faces_2_0399,205,397,22,275,rostro
Faces_2_0400,154,342,38,285,rostro
Faces_2_0401,246,444,31,286,rostro
Faces_2_0402,190,374,43,278,rostro
Faces_2_0403,145,334,17,266,rostro
Faces_2_0404,176,370,30,282,rostro
Faces_2_0405,210,404,26,283,rostro
Faces_2_0406,191,376,13,254,rostro
Faces_2_0407,197,395,36,289,rostro
Faces_2_0408,155,339,28,274,rostro
Faces_2_0409,154,342,24,269,rostro
Faces_2_0410,167,357,34,283,rostro
Faces_2_0411,155,335,32,267,rostro
Faces_2_0412,229,421,39,294,rostro
Faces_2_0413,228,423,37,284,rostro
Faces_2_0414,217,407,23,280,rostro
Faces_2_0415,154,347,32,284,rostro
Faces_2_0416,212,408,50,301,rostro
Faces_2_0417,239,442,14,276,rostro
Faces_2_0418,70,277,51,294,rostro
Faces_2_0419,184,395,53,303,rostro
Faces_2_0420,124,342,10,269,rostro
Faces_2_0421,181,395,15,270,rostro
Faces_2_0422,138,335,15,269,rostro
Faces_2_0423,127,335,11,271,rostro
Faces_2_0424,103,313,45,292,rostro
Faces_2_0425,118,329,6,257,rostro
Faces_2_0426,113,326,3,260,rostro
Faces_2_0427,139,353,15,276,rostro
Faces_2_0428,183,403,46,309,rostro
Faces_2_0429,79,286,28,269,rostro
Faces_2_0430,117,330,15,271,rostro
Faces_2_0431,119,327,16,262,rostro
Faces_2_0432,117,322,14,251,rostro
Faces_2_0433,193,400,24,281,rostro
Faces_2_0434,127,337,13,268,rostro
Faces_2_0435,213,418,20,269,rostro
Motorbikes_16_0001,31,233,19,141,moto
Motorbikes_16_0002,32,232,15,142,moto
Motorbikes_16_0003,30,234,20,143,moto
Motorbikes_16_0004,30,231,15,132,moto
Motorbikes_16_0005,31,232,19,145,moto
Motorbikes_16_0006,32,231,20,142,moto
Motorbikes_16_0007,33,230,16,121,moto
Motorbikes_16_0008,31,232,17,125,moto
Motorbikes_16_0009,31,231,18,133,moto
Motorbikes_16_0010,32,233,18,127,moto
Motorbikes_16_0011,31,233,19,135,moto
Motorbikes_16_0012,32,232,19,141,moto
Motorbikes_16_0013,34,232,18,132,moto
Motorbikes_16_0014,32,233,18,126,moto
Motorbikes_16_0015,32,231,18,127,moto
Motorbikes_16_0016,32,232,18,133,moto
Motorbikes_16_0017,31,232,17,125,moto
Motorbikes_16_0018,32,232,14,135,moto
Motorbikes_16_0019,32,232,16,130,moto
Motorbikes_16_0020,31,234,17,139,moto
Motorbikes_16_0021,33,231,20,135,moto
Motorbikes_16_0022,38,230,19,131,moto
Motorbikes_16_0023,32,230,18,135,moto
Motorbikes_16_0024,33,230,25,133,moto
Motorbikes_16_0025,29,231,18,134,moto
Motorbikes_16_0026,36,240,27,158,moto
Motorbikes_16_0027,37,233,24,146,moto
Motorbikes_16_0028,36,232,27,146,moto
Motorbikes_16_0029,30,230,22,134,moto
Motorbikes_16_0030,38,235,24,138,moto
Motorbikes_16_0031,30,233,15,129,moto
Motorbikes_16_0032,32,231,19,133,moto
Motorbikes_16_0033,31,231,23,154,moto
Motorbikes_16_0034,32,230,18,131,moto
Motorbikes_16_0035,33,234,22,136,moto
Motorbikes_16_0036,32,230,16,113,moto
Motorbikes_16_0037,32,230,16,112,moto
Motorbikes_16_0038,32,233,18,137,moto
Motorbikes_16_0039,34,235,23,143,moto
Motorbikes_16_0040,32,235,24,139,moto
Motorbikes_16_0041,34,234,23,149,moto
Motorbikes_16_0042,35,234,23,146,moto
Motorbikes_16_0043,32,232,19,146,moto
Motorbikes_16_0044,32,235,25,146,moto
Motorbikes_16_0045,34,235,28,145,moto
Motorbikes_16_0046,34,233,21,177,moto
Motorbikes_16_0047,32,232,18,133,moto
Motorbikes_16_0048,32,231,15,115,moto
Motorbikes_16_0049,33,231,16,111,moto
Motorbikes_16_0050,33,234,22,116,moto
Motorbikes_16_0051,33,231,14,115,moto
Motorbikes_16_0052,31,232,26,145,moto
Motorbikes_16_0053,32,232,18,125,moto
Motorbikes_16_0054,35,234,21,143,moto
Motorbikes_16_0055,31,233,25,144,moto
Motorbikes_16_0056,33,234,23,143,moto
Motorbikes_16_0057,33,234,23,141,moto
Motorbikes_16_0058,33,237,24,148,moto
Motorbikes_16_0059,33,233,21,149,moto
Motorbikes_16_0060,35,234,25,144,moto
Motorbikes_16_0061,32,239,23,152,moto
Motorbikes_16_0062,32,235,24,147,moto
Motorbikes_16_0063,35,232,24,143,moto
Motorbikes_16_0064,38,232,23,141,moto
Motorbikes_16_0065,38,238,24,143,moto
Motorbikes_16_0066,37,233,25,150,moto
Motorbikes_16_0067,46,230,26,142,moto
Motorbikes_16_0068,32,232,20,141,moto
Motorbikes_16_0069,32,232,24,167,moto
Motorbikes_16_0070,33,232,23,148,moto
Motorbikes_16_0071,33,234,24,130,moto
Motorbikes_16_0072,34,227,19,139,moto
Motorbikes_16_0073,34,231,20,144,moto
Motorbikes_16_0074,35,232,23,149,moto
Motorbikes_16_0075,32,232,22,141,moto
Motorbikes_16_0076,38,238,20,155,moto
Motorbikes_16_0077,36,234,31,142,moto
Motorbikes_16_0078,41,239,29,147,moto
Motorbikes_16_0079,32,231,1,139,moto
Motorbikes_16_0080,32,230,12,125,moto
Motorbikes_16_0081,31,233,2,140,moto
Motorbikes_16_0082,34,231,15,113,moto
Motorbikes_16_0083,34,229,16,109,moto
Motorbikes_16_0084,34,231,17,108,moto
Motorbikes_16_0085,34,231,25,120,moto
Motorbikes_16_0086,33,230,24,120,moto
Motorbikes_16_0087,35,231,16,109,moto
Motorbikes_16_0088,33,229,16,120,moto
Motorbikes_16_0089,33,231,18,117,moto
Motorbikes_16_0090,35,230,17,109,moto
Motorbikes_16_0091,34,230,23,129,moto
Motorbikes_16_0092,33,231,19,126,moto
Motorbikes_16_0093,34,228,25,120,moto
Motorbikes_16_0094,34,229,18,116,moto
Motorbikes_16_0095,34,232,18,118,moto
Motorbikes_16_0096,35,229,19,126,moto
Motorbikes_16_0097,30,227,33,175,moto
Motorbikes_16_0098,33,234,31,153,moto
Motorbikes_16_0099,34,230,22,116,moto
Motorbikes_16_0100,31,231,17,122,moto
Motorbikes_16_0101,33,231,22,149,moto
Motorbikes_16_0102,32,230,18,152,moto
Motorbikes_16_0103,32,230,27,151,moto
Motorbikes_16_0104,32,231,17,129,moto
Motorbikes_16_0105,35,232,15,132,moto
Motorbikes_16_0106,32,231,21,133,moto
Motorbikes_16_0107,28,232,29,153,moto
Motorbikes_16_0108,32,233,21,137,moto
Motorbikes_16_0109,31,230,21,137,moto
Motorbikes_16_0110,30,231,23,147,moto
Motorbikes_16_0111,30,231,14,122,moto
Motorbikes_16_0112,32,231,15,125,moto
Motorbikes_16_0113,37,234,24,164,moto
Motorbikes_16_0114,38,230,22,157,moto
Motorbikes_16_0115,34,231,23,144,moto
Motorbikes_16_0116,35,230,21,147,moto
Motorbikes_16_0117,33,229,25,152,moto
Motorbikes_16_0118,32,233,20,132,moto
Motorbikes_16_0119,33,229,25,140,moto
Motorbikes_16_0120,33,231,20,129,moto
Motorbikes_16_0121,32,230,18,128,moto
Motorbikes_16_0122,32,231,20,126,moto
Motorbikes_16_0123,33,231,15,114,moto
Motorbikes_16_0124,37,229,21,144,moto
Motorbikes_16_0125,34,232,18,123,moto
Motorbikes_16_0126,35,229,20,126,moto
Motorbikes_16_0127,32,231,22,143,moto
Motorbikes_16_0128,33,231,22,137,moto
Motorbikes_16_0129,35,228,17,118,moto
Motorbikes_16_0130,35,233,22,141,moto
Motorbikes_16_0131,31,229,22,131,moto
Motorbikes_16_0132,35,229,16,115,moto
Motorbikes_16_0133,34,228,17,111,moto
Motorbikes_16_0134,34,226,22,133,moto
Motorbikes_16_0135,33,230,22,125,moto
Motorbikes_16_0136,34,230,18,113,moto
Motorbikes_16_0137,33,231,22,144,moto
Motorbikes_16_0138,36,233,25,147,moto
Motorbikes_16_0139,36,228,30,165,moto
Motorbikes_16_0140,38,226,25,146,moto
Motorbikes_16_0141,33,230,18,118,moto
Motorbikes_16_0142,33,231,20,150,moto
Motorbikes_16_0143,41,224,25,137,moto
Motorbikes_16_0144,33,230,20,122,moto
Motorbikes_16_0145,40,218,17,108,moto
Motorbikes_16_0146,37,232,25,139,moto
Motorbikes_16_0147,36,229,24,136,moto
Motorbikes_16_0148,39,229,23,127,moto
Motorbikes_16_0149,31,229,24,139,moto
Motorbikes_16_0150,29,231,26,128,moto
Motorbikes_16_0151,32,230,21,118,moto
Motorbikes_16_0152,34,227,28,166,moto
Motorbikes_16_0153,37,235,32,158,moto
Motorbikes_16_0154,54,208,44,130,moto
Motorbikes_16_0155,32,233,20,130,moto
Motorbikes_16_0156,32,232,32,154,moto
